60	20	0.2
60	20	0.28
60	100	0.28
70	100	0.28
70	20	0.28
70	20	0.28
70	20	0.4
70	20	0.4
70	20	0.4
129.3	90.7	0.2
90.7	90.7	0.2
90.7	129.3	0.2
127.9	127.9	0.2
127.9	92.1	0.2
92.1	92.1	0.2
92.1	127.9	0.2
126.5	126.5	0.2
126.5	93.5	0.2
93.5	93.5	0.2
93.5	126.5	0.2
125.1	125.1	0.2
125.1	94.9	0.2
94.9	94.9	0.2
94.9	125.1	0.2
123.7	123.7	0.2
123.7	96.3	0.2
96.3	96.3	0.2
96.3	123.7	0.2
122.3	122.3	0.2
122.3	97.7	0.2
97.7	97.7	0.2
97.7	122.3	0.2
120.9	120.9	0.2
120.9	99.1	0.2
99.1	99.1	0.2
99.1	120.9	0.2
119.5	119.5	0.2
119.5	100.5	0.2
100.5	100.5	0.2
100.5	119.5	0.2
118.1	118.1	0.2
118.1	101.9	0.2
101.9	101.9	0.2
101.9	118.1	0.2
116.7	116.7	0.2
116.7	103.3	0.2
103.3	103.3	0.2
103.3	116.7	0.2
129.3	129.3	1.14
129.3	90.7	1.14
90.7	90.7	1.14
90.7	129.3	1.14
127.9	127.9	1.14
127.9	92.1	1.14
92.1	92.1	1.14
92.1	127.9	1.14
126.5	126.5	1.14
126.5	93.5	1.14
93.5	93.5	1.14
93.5	126.5	1.14
125.1	125.1	1.14
125.1	94.9	1.14
94.9	94.9	1.14
94.9	125.1	1.14
123.7	123.7	1.14
123.7	96.3	1.14
96.3	96.3	1.14
96.3	123.7	1.14
122.3	122.3	1.14
122.3	97.7	1.14
97.7	97.7	1.14
97.7	122.3	1.14
120.9	120.9	1.14
120.9	99.1	1.14
99.1	99.1	1.14
99.1	120.9	1.14
119.5	119.5	1.14
119.5	100.5	1.14
100.5	100.5	1.14
100.5	119.5	1.14
118.1	118.1	1.14
118.1	101.9	1.14
101.9	101.9	1.14
101.9	118.1	1.14
116.7	116.7	1.14
116.7	103.3	1.14
103.3	103.3	1.14
103.3	116.7	1.14
129.3	129.3	2.04
129.3	90.7	2.04
90.7	90.7	2.04
90.7	129.3	2.04
127.9	127.9	2.04
127.9	92.1	2.04
92.1	92.1	2.04
92.1	127.9	2.04
126.5	126.5	2.04
126.5	93.5	2.04
93.5	93.5	2.04
93.5	126.5	2.04
125.1	125.1	2.04
125.1	94.9	2.04
94.9	94.9	2.04
94.9	125.1	2.04
123.7	123.7	2.04
123.7	96.3	2.04
96.3	96.3	2.04
96.3	123.7	2.04
122.3	122.3	2.04
122.3	97.7	2.04
97.7	97.7	2.04
97.7	122.3	2.04
120.9	120.9	2.04
120.9	99.1	2.04
99.1	99.1	2.04
99.1	120.9	2.04
119.5	119.5	2.04
119.5	100.5	2.04
100.5	100.5	2.04
100.5	119.5	2.04
118.1	118.1	2.04
118.1	101.9	2.04
101.9	101.9	2.04
101.9	118.1	2.04
116.7	116.7	2.04
116.7	103.3	2.04
103.3	103.3	2.04
103.3	116.7	2.04
129.3	129.3	2.94
129.3	90.7	2.94
90.7	90.7	2.94
90.7	129.3	2.94
127.9	127.9	2.94
127.9	92.1	2.94
92.1	92.1	2.94
92.1	127.9	2.94
126.5	126.5	2.94
126.5	93.5	2.94
93.5	93.5	2.94
93.5	126.5	2.94
125.1	125.1	2.94
125.1	94.9	2.94
94.9	94.9	2.94
94.9	125.1	2.94
123.7	123.7	2.94
123.7	96.3	2.94
96.3	96.3	2.94
96.3	123.7	2.94
122.3	122.3	2.94
122.3	97.7	2.94
97.7	97.7	2.94
97.7	122.3	2.94
120.9	120.9	2.94
120.9	99.1	2.94
99.1	99.1	2.94
99.1	120.9	2.94
119.5	119.5	2.94
119.5	100.5	2.94
100.5	100.5	2.94
100.5	119.5	2.94
118.1	118.1	2.94
118.1	101.9	2.94
101.9	101.9	2.94
101.9	118.1	2.94
116.7	116.7	2.94
116.7	103.3	2.94
103.3	103.3	2.94
103.3	116.7	2.94
129.3	129.3	3.84
129.3	90.7	3.84
90.7	90.7	3.84
90.7	129.3	3.84
127.9	127.9	3.84
127.9	92.1	3.84
92.1	92.1	3.84
92.1	127.9	3.84
126.5	126.5	3.84
126.5	93.5	3.84
93.5	93.5	3.84
93.5	126.5	3.84
125.1	125.1	3.84
125.1	94.9	3.84
94.9	94.9	3.84
94.9	125.1	3.84
123.7	123.7	3.84
123.7	96.3	3.84
96.3	96.3	3.84
96.3	123.7	3.84
122.3	122.3	3.84
122.3	97.7	3.84
97.7	97.7	3.84
97.7	122.3	3.84
120.9	120.9	3.84
120.9	99.1	3.84
99.1	99.1	3.84
99.1	120.9	3.84
119.5	119.5	3.84
119.5	100.5	3.84
100.5	100.5	3.84
100.5	119.5	3.84
118.1	118.1	3.84
118.1	101.9	3.84
101.9	101.9	3.84
101.9	118.1	3.84
116.7	116.7	3.84
116.7	103.3	3.84
103.3	103.3	3.84
103.3	116.7	3.84
